ID	adj.P.Val	logFC	GI	Gene.symbol	Gene.ID	GI.1	GenBank.Accession
ILMN_1797104	1	-0.5186077	702920425	C10orf95	79946	702920425	NM_024886
ILMN_1657144	1	-0.3744643	874507483	IBA57	200205	874507483	NM_001010867
ILMN_1904004	1	1.0578394	76555240	NBEAL1	65065	76555240	DV080127
ILMN_1755992	1	-0.3585887	215272355	UCP3	7352	215272355	NM_022803
ILMN_1752810	1	-0.6568146	557878604	LARP6	55323	557878604	NM_018357
ILMN_1779032	1	-0.4167133	NA			NA	
ILMN_1691809	1	0.5040618	221316713	PSMA1	5682	221316713	NM_002786
ILMN_1707175	1	-0.5218352	182507166	NSD1	64324	182507166	NM_022455
ILMN_1815895	1	-2.0470425	NA			NA	
ILMN_1715439	1	-0.6323497	NA			NA	
ILMN_1789999	1	0.4039343	222080084	SLC30A7	148867	222080084	NM_133496
ILMN_1904256	1	1.022677	51586246			51586246	CR736208
ILMN_2307744	1	0.6732886	NA			NA	
ILMN_1737935	1	0.7600479	499591025	MACF1	23499	499591025	NM_012090
ILMN_1678362	1	0.3275871	NA			NA	
ILMN_1688067	1	-0.6498015	313151231	SEPT5	5413	313151231	NM_002688
ILMN_2362681	1	-0.5040385	297632399	CES2	8824	297632399	NM_003869
ILMN_1815114	1	-1.0918874	NA			NA	
ILMN_1696494	1	0.5053793	32130534	CMTM6	54918	32130534	NM_017801
ILMN_1856662	1	0.9933705	18990515			18990515	BM680619
ILMN_1716080	1	0.3873438	379317151	CBL	867	379317151	NM_005188
ILMN_1686626	1	-0.3292371	323276702	DDX39B	7919	323276702	NM_004640
ILMN_1808821	1	-0.3680168	156416004	COMMD9	29099	156416004	NM_014186
ILMN_1670263	1	0.2943253	213021159	CNST	163882	213021159	NM_152609
ILMN_1831734	1	-0.3937809	26013227			26013227	CA775690
ILMN_1800420	1	0.3622719	503775211	RNF214	257160	503775211	NM_207343
ILMN_1837134	1	0.6251738	3249862			3249862	AI031650
ILMN_1886026	1	-0.3456985	3804027			3804027	AI221824
ILMN_1752159	1	-0.376502	427918084	AHNAK	79026	427918084	NM_024060
ILMN_1814606	1	-0.4090438	630044877	GALNT2	2590	630044877	NM_004481
ILMN_1873492	1	0.520561	62741150			62741150	AU310952
ILMN_1749011	1	-0.2759875	223942038	NECAP2	55707	223942038	NM_018090
ILMN_1784352	1	-0.4712588	71067339	CCM2	83605	71067339	NM_031443
ILMN_1751465	1	0.6379465	157276587	BNC1	646	157276587	NM_001717
ILMN_1764522	1	0.2934445	126513134	LMBR1	64327	126513134	NM_022458
ILMN_1710177	1	-0.7340204	NA			NA	
ILMN_1747759	1	0.63776	NA			NA	
ILMN_2400183	1	0.4926179	117190323	DPH5	51611	117190323	NM_001077395
ILMN_1689932	1	0.4363201	747811798	DPH7	92715	747811798	NM_138778
ILMN_1739942	1	0.4436957	254910982	FAM117B	150864	254910982	NM_173511
ILMN_1663159	1	-0.5181669	146231983	CTNND1	1500	146231983	NM_001331
ILMN_1867134	1	0.7531586	9151026	LOC100507670///ZNF687	100507670///57592	9151026	BE276063
ILMN_1666268	1	-0.6013135	NA			NA	
ILMN_1707481	1	1.1830384	160333173	ZBTB44	29068	160333173	NM_014155
ILMN_2048982	1	0.8765708	751368091	ZBTB25	7597	751368091	NM_006977
ILMN_1721132	1	-0.541476	42734442	DKKL1	27120	42734442	NM_014419
ILMN_1882573	1	-0.3028802	2219346			2219346	AA489744
ILMN_1888518	1	0.5649051	81109983			81109983	DA375238
ILMN_1760121	1	-0.3071957	427918100	RRAGC	64121	427918100	NM_022157
ILMN_1880195	1	-0.8462904	9510606			9510606	BE464744
ILMN_1678966	1	0.3244468	83776586	SNRPF	6636	83776586	NM_003095
ILMN_1671603	1	0.4032439	545479140	MED30	90390	545479140	NM_080651
ILMN_1753196	1	0.6364793	538260590	PTTG1	9232	538260590	NM_004219
ILMN_1788768	1	1.0727243	NA			NA	
ILMN_1749667	1	-0.7710188	403501447	OBSCN	84033	403501447	NM_052843
ILMN_1870457	1	-0.8365953	2785000			2785000	AA744250
ILMN_1690138	1	0.2662171	194328735	PHF10	55274	194328735	NM_133325
ILMN_1669052	1	-0.3946202	574957013	LRRC8E	80131	574957013	NM_025061
ILMN_2140207	1	0.2390368	213972613	DPH6	89978	213972613	NM_080650
ILMN_1737972	1	-0.3952864	49410494	TSPYL5	85453	49410494	NM_033512
ILMN_1670385	1	-0.6900763	285395212	TUBAL3	79861	285395212	NM_024803
ILMN_1893675	1	-0.9908177	27832818			27832818	BX104313
ILMN_1743770	1	0.4081458	NA			NA	
ILMN_1910158	1	0.6568673	10432940	NKD1	85407	10432940	AK021701
ILMN_1726701	1	0.5709903	NA			NA	
ILMN_1855432	1	1.0239078	27847882	LOC101928087	101928087	27847882	BX108468
ILMN_2365528	1	0.4252277	58761503	HAUS8	93323	58761503	NM_033417
ILMN_1652872	1	-0.2947162	389886553	UBOX5	22888	389886553	NM_014948
ILMN_1761181	1	-0.6212974	282165748	NOL9	79707	282165748	NM_024654
ILMN_1802251	1	-0.3628527	315709512	PTTG1IP	754	315709512	NM_004339
ILMN_1893679	1	0.6261695	27829540			27829540	BX098660
ILMN_1671221	1	0.4942429	662236797	GAPVD1	26130	662236797	NM_015635
ILMN_1771179	1	-0.3206571	63054829	CYB561	1534	63054829	NM_001017916
ILMN_1838702	1	0.4281046	13709862			13709862	BG188175
ILMN_1721338	1	-0.5240536	333470693	C22orf23	84645	333470693	NM_032561
ILMN_1745329	1	-0.2540971	1001184408	PRR14	78994	1001184408	NM_024031
ILMN_1695461	1	-0.4465179	125987582	PTPRA	5786	125987582	NM_080840
ILMN_1915188	1	0.4704266	34529437	MID2	11043	34529437	AK123807
ILMN_1682717	1	0.8031654	NA			NA	
ILMN_1727489	1	-0.7018888	NA			NA	
ILMN_2197030	1	-0.2379491	312147338	ZFYVE21	79038	312147338	NM_024071
ILMN_1747697	1	-0.3163007	93141045	CHML	1122	93141045	NM_001821
ILMN_1659943	1	0.6099933	NA			NA	
ILMN_1881783	1	-0.8701393	27822268			27822268	BX090917
ILMN_1775243	1	0.2573674	78190471	RPL35	11224	78190471	NM_007209
ILMN_1723092	1	-0.2811145	1004170688	CRB3	92359	1004170688	NM_139161
ILMN_1814859	1	0.2658565	41327775	DDX47	51202	41327775	NM_201224
ILMN_1711102	1	1.2086557	92091578	B3GNT2	10678	92091578	NM_006577
ILMN_1740864	1	0.7006358	532164730	TREML2	79865	532164730	NM_024807
ILMN_2246256	1	-1.0701035	83267876	RGPD5	84220	83267876	NM_005054
ILMN_1689378	1	-0.4067084	518831184	NOCT	25819	518831184	NM_012118
ILMN_1668353	1	0.7934041	NA			NA	
ILMN_2197101	1	-0.2531513	1001624513	DDX19A	55308	1001624513	NM_018332
ILMN_2357361	1	0.496752	40806220	THYN1	29087	40806220	NM_199298
ILMN_1803180	1	0.317536	28559000	PRDX6	9588	28559000	NM_004905
ILMN_1665035	1	-0.2663953	197313720	KRT14	3861	197313720	NM_000526
ILMN_1895292	1	-0.9490362	NA			NA	
ILMN_2131936	1	-1.2804388	955080474	ATAD3B	83858	955080474	NM_031921
ILMN_1714473	1	-0.4769791	116089288	ZNF436	80818	116089288	NM_030634
ILMN_1696038	1	0.3881395	NA			NA	
ILMN_1789418	1	1.4634653	702760662	GSTT2	2953	702760662	NM_000854
ILMN_1915783	1	-0.9489042	30981126			30981126	CD237661
ILMN_1714067	1	0.5983036	633257774	NTRK2	4915	633257774	NM_001007097
ILMN_2285213	1	-0.4959131	88501732	DNAJB2	3300	88501732	NM_006736
ILMN_1777811	1	-0.3535083	586946364	URGCP	55665	586946364	NM_017920
ILMN_1695576	1	-0.3088993	169403974	MRPL24	79590	169403974	NM_024540
ILMN_1669747	1	0.4256219	110611225	UNC13B	10497	110611225	NM_006377
ILMN_1678235	1	-0.2875993	301500641	KANSL1	284058	301500641	NM_015443
ILMN_1856764	1	0.5985722	11012390			11012390	AU150869
ILMN_1667138	1	-0.6230594	66737367	S100A13	6284	66737367	NM_001024210
ILMN_2375484	1	0.8337959	293651594	CPEB2	132864	293651594	NM_182646
ILMN_2414436	1	-0.7984058	NA			NA	
ILMN_1742272	1	-1.1367211	205277414	REN	5972	205277414	NM_000537
ILMN_1694140	1	0.701943	1019367135	AFAP1L1	134265	1019367135	NM_152406
ILMN_1757384	1	0.311037	663856123	RAN	5901	663856123	NM_006325
ILMN_1777915	1	0.3402162	555290126	STX6	10228	555290126	NM_005819
ILMN_2348788	1	0.6542468	48255942	CD44	960	48255942	NM_001001392
ILMN_1748707	1	-0.2623882	546231467	CRELD2	79174	546231467	NM_024324
ILMN_1808824	1	0.6555243	197313771	NEBL	10529	197313771	NM_006393
ILMN_1801464	1	-0.6761139	NA			NA	
ILMN_1700762	1	-0.5150338	333108277	PBX4	80714	333108277	NM_025245
ILMN_2043173	1	0.6697887	16507949	TEKT2	27285	16507949	NM_014466
ILMN_1820787	1	0.4956695	27846276			27846276	BX104737
ILMN_1813704	1	1.6679211	648215830	CEMIP	57214	648215830	NM_018689
ILMN_1761425	1	-0.315673	544186072	OLFML2A	169611	544186072	NM_182487
ILMN_1784356	1	0.9245024	89363027	TTLL11	158135	89363027	NM_194252
ILMN_1664025	1	-0.4765059	115511034	PXMP4	11264	115511034	NM_007238
ILMN_1669034	1	-0.8550173	NA			NA	
ILMN_2357386	1	-0.4295923	119395713	FKTN	2218	119395713	NM_006731
ILMN_2395926	1	-0.3232531	51702244	MANBAL	63905	51702244	NM_001003897
ILMN_1849776	1	-0.3330631	19390258			19390258	BM931085
ILMN_1692916	1	-0.4735787	NA			NA	
ILMN_1792997	1	0.379024	238624144	NPTN	27020	238624144	NM_012428
ILMN_1777049	1	-0.4913167	156547244	ZNF160	90338	156547244	NM_033288
ILMN_1869458	1	-0.4222211	NA			NA	
ILMN_1759097	1	0.4934495	55774979	MLLT11	10962	55774979	NM_006818
ILMN_1827259	1	0.3698956	8908312			8908312	BE220994
ILMN_1755909	1	-0.3090014	40804466	GID8	54994	40804466	NM_017896
ILMN_1788844	1	0.6095695	557357766	BCL7C	9274	557357766	NM_004765
ILMN_1720829	1	0.9884132	393539037	ZFP36	7538	393539037	NM_003407
ILMN_1662419	1	-0.8376583	746815961	COX7A1	1346	746815961	NM_001864
ILMN_2272708	1	-0.9562691	313103016	SLX1A	548593	313103016	NM_001014999
ILMN_1656134	1	0.2669791	1015576843	CNOT7	29883	1015576843	NM_054026
ILMN_2367070	1	0.3992059	81295406	ACOT9	23597	81295406	NM_001037171
ILMN_1856222	1	-0.4066192	31006201			31006201	CD245737
ILMN_1877332	1	-0.7524222	2954256			2954256	AA860261
ILMN_1713369	1	0.2558987	395132448	RPL13A	23521	395132448	NM_012423
ILMN_1667115	1	-0.5707416	732662988	TMEM61	199964	732662988	NM_182532
ILMN_1709768	1	0.8123906	NA			NA	
ILMN_2356031	1	-0.2898709	203097357	RNF121	55298	203097357	NM_018320
ILMN_1723353	1	-0.2936519	961513285	FAM122A	116224	961513285	NM_138333
ILMN_2294274	1	0.4298541	371122032	S100PBP	64766	371122032	NM_022753
ILMN_1717745	1	0.3675818	77695910	TIAL1	7073	77695910	NM_003252
ILMN_1681136	1	-0.598902	563317847	CCDC33	80125	563317847	NM_182791
ILMN_1657515	1	0.2863697	1016080637	RPS6KA5	9252	1016080637	NM_004755
ILMN_1861067	1	-1.046203	NA			NA	
ILMN_1695435	1	1.0267214	NA			NA	
ILMN_1801118	1	-0.5851405	164565439	SNRNP25	79622	164565439	NM_024571
ILMN_1680643	1	1.1291381	809279647	G2E3	55632	809279647	NM_017769
ILMN_1670028	1	0.4989669	22027649	LPIN2	9663	22027649	NM_014646
ILMN_1762678	1	-0.3129392	740086722	NMT1	4836	740086722	NM_021079
ILMN_1894500	1	1.0326072	22274403	MYOCD	93649	22274403	BQ882395
ILMN_1706483	1	-0.3494842	145275188	C1orf116	79098	145275188	NM_023938
ILMN_2396338	1	-0.32942	109698607	BANP	54971	109698607	NM_017869
ILMN_1910676	1	-0.5046145	7279267			7279267	AW592094
ILMN_1655469	1	-0.4368551	270483817	TSPAN3	10099	270483817	NM_005724
ILMN_2203549	1	-1.0798421	49227711	OR2A9P	441295	49227711	NR_002157
ILMN_2372413	1	0.9577292	347300412	BID	637	347300412	NM_197967
ILMN_1655614	1	0.4702428	975830143	DSP	1832	975830143	NM_001008844
ILMN_1703844	1	0.5176789	302129656	DYNC1LI1	51143	302129656	NM_016141
ILMN_1675406	1	-0.293463	156523234	PLPP5	84513	156523234	NM_032483
ILMN_1741134	1	-0.42904	384871677	WDR89	112840	384871677	NM_001008726
ILMN_1673712	1	2.2419278	84662752	GPR149	344758	84662752	NM_001038705
ILMN_1685088	1	-0.2130649	78190468	RPL36	25873	78190468	NM_033643
ILMN_2406654	1	0.5319028	190343012	ABCC6	368	190343012	NM_001079528
ILMN_1754538	1	0.3964757	148596958	FAM213A	84293	148596958	NM_032333
ILMN_1687978	1	-0.5772602	83977458	PHLDA1	22822	83977458	NM_007350
ILMN_1743663	1	-0.4163634	116517318	POMT1	10585	116517318	NM_007171
ILMN_1749821	1	0.3234914	745399078	MED28	80306	745399078	NM_025205
ILMN_1679130	1	-0.2951599	194440684	CALHM1	255022	194440684	NM_001001412
ILMN_1672878	1	-0.3010998	531034786	ABR	29	531034786	NM_021962
ILMN_1759872	1	-0.2628287	NA			NA	
ILMN_1756424	1	0.5856116	574957024	SNX21	90203	574957024	NM_033421
ILMN_1734292	1	0.4726979	NA			NA	
ILMN_1883589	1	-0.6593062	6991141			6991141	AW450365
ILMN_2376723	1	0.5734962	47132609	CDKN2B	1030	47132609	NM_078487
ILMN_1677785	1	0.7030004	320202972	ZNF559	84527	320202972	NM_032497
ILMN_1815812	1	-0.4502343	118344449	CDIP1	29965	118344449	NM_013399
ILMN_1793410	1	0.6679908	208879457	SNTB1	6641	208879457	NM_021021
ILMN_1675462	1	0.8175976	154426303	LSM6	11157	154426303	NM_007080
ILMN_1720988	1	1.5831288	544710862	ABI2	10152	544710862	NM_005759
ILMN_1713995	1	-0.4458205	227430285	SCNN1A	6337	227430285	NM_001038
ILMN_1659874	1	-0.3165721	224451129	SCAF4	57466	224451129	NM_020706
ILMN_1805561	1	0.6994466	332309205	SLC14A1	6563	332309205	NM_015865
ILMN_1722662	1	0.4944814	347800660	RAD23B	5887	347800660	NM_002874
ILMN_1695763	1	0.5230923	258613922	PDIA5	10954	258613922	NM_006810
ILMN_1900276	1	-1.1546073	3842802			3842802	AI247405
ILMN_1706764	1	0.2966334	209954684	GOLPH3L	55204	209954684	NM_018178
ILMN_1759396	1	0.8449332	122939154	NNT	23530	122939154	NM_012343
ILMN_1705767	1	-0.7592997	NA			NA	
ILMN_1898723	1	0.4339744	60552342	SLC9A7	84679	60552342	BC090942
ILMN_1711909	1	-0.3024711	222537736	EDEM2	55741	222537736	NM_018217
ILMN_1733175	1	-1.2042948	NA			NA	
ILMN_2310075	1	-0.9778935	384229062	TRMT2A	27037	384229062	NM_182984
ILMN_2331087	1	0.6481355	46249346	MS4A7	58475	46249346	NM_206938
ILMN_1803476	1	-0.2986788	557440893	KCTD20	222658	557440893	NM_173562
ILMN_1663884	1	-1.4856215	NA			NA	
ILMN_1696468	1	1.004061	NA			NA	
ILMN_1730977	1	0.671001	148612886	SLC44A4	80736	148612886	NM_025257
ILMN_1693604	1	-0.2543618	194248050	GRM2	2912	194248050	NM_000839
ILMN_1843135	1	1.0086186	13746213			13746213	BG220192
ILMN_1760287	1	0.7595908	52317254	OR4K13	390433	52317254	NM_001004714
ILMN_1846922	1	-0.4902861	NA			NA	
ILMN_1760503	1	-0.2729131	312836813	ZBBX	79740	312836813	NM_024687
ILMN_2352036	1	0.4424524	47519458	RTN4	57142	47519458	NM_020532
ILMN_1865043	1	-0.4242646	66785335			66785335	BP419082
ILMN_1655720	1	-0.4006049	94681045	CNNM4	26504	94681045	NM_020184
ILMN_1889144	1	-0.4340419	14453678			14453678	BI047056
ILMN_1740512	1	0.7047329	167555118	TMSB15B	286527	167555118	NM_194324
ILMN_1840493	1	-0.6007959	2524943			2524943	AA621004
ILMN_2219767	1	-0.9434468	648216289	MYCN	4613	648216289	NM_005378
ILMN_2383107	1	-0.7370322	114199474	VPS41	27072	114199474	NM_014396
ILMN_1718672	1	-0.3297525	53729323	NHP2	55651	53729323	NM_017838
ILMN_1730477	1	0.5094054	116235463	TAS2R43	259289	116235463	NM_176884
ILMN_1871365	1	-0.5606201	2252125			2252125	AA513713
ILMN_1693107	1	0.9524478	91992159	MLH3	27030	91992159	NM_014381
ILMN_1651504	1	-0.3412157	51873048	FAM193A	8603	51873048	NM_003704
ILMN_1764496	1	0.5517415	NA			NA	
ILMN_2365484	1	0.8336463	339409187	SNX1	6642	339409187	NM_003099
ILMN_1684653	1	0.6051714	116517327	ADGRF4	221393	116517327	NM_153838
ILMN_1719649	1	-0.6163618	270288732	TMEM63A	9725	270288732	NM_014698
ILMN_1705982	1	0.537467	NA			NA	
ILMN_1699451	1	-0.4100991	NA			NA	
ILMN_1729269	1	0.4597075	NA			NA	
ILMN_2231020	1	-0.3986762	334085298	TMEM185B	79134	334085298	NM_024121
ILMN_2110050	1	0.3984704	143771698	ZNF460	10794	143771698	NM_006635
ILMN_1870248	1	-0.3941078	14504898			14504898	BI086568
ILMN_1887298	1	-0.7346683	18791565			18791565	BM553117
ILMN_2093427	1	-0.5328749	111074523	SHF	90525	111074523	NM_138356
ILMN_1729157	1	-0.5142945	NA			NA	
ILMN_1893960	1	-0.7773644	27829217			27829217	BX098094
ILMN_1759679	1	1.6810436	115430109	FAM81B	153643	115430109	NM_152548
ILMN_1720243	1	1.2014696	291045205	IL25	64806	291045205	NM_022789
ILMN_1747665	1	-0.4549951	545478449	SEPT2	4735	545478449	NM_001008492
ILMN_1772123	1	0.3639301	NA			NA	
ILMN_1700515	1	0.395184	568815632	C17orf58	284018	568815632	NM_181656
ILMN_2329773	1	0.4289469	332078501	RAB27A	5873	332078501	NM_004580
ILMN_1757807	1	1.0580123	226442701	ETNPPL	64850	226442701	NM_031279
ILMN_1842601	1	0.7902292	3049088			3049088	AA909683
ILMN_1720889	1	0.3814876	345525410	MSMO1	6307	345525410	NM_006745
ILMN_1697864	1	0.445174	281427208	CXorf38	159013	281427208	NM_144970
ILMN_1757408	1	0.5557109	37574602	ZNF256	10172	37574602	NM_005773
ILMN_1715684	1	-0.4878523	62868214	LAMB3	3914	62868214	NM_000228
ILMN_2158781	1	0.8515173	NA			NA	
ILMN_1796126	1	0.812908	756140935	MXRA7	439921	756140935	NM_198530
ILMN_1664439	1	-0.4670566	554503968	TAF1	6872	554503968	NM_004606
ILMN_1787186	1	0.4241713	169234615	NOV	4856	169234615	NM_002514
ILMN_1749752	1	-0.3091419	77812668	GAR1	54433	77812668	NM_032993
ILMN_1691566	1	-0.5321127	23308536	CCDC140	151278	23308536	NM_153038
ILMN_1681882	1	2.4217818	169636438	CETP	1071	169636438	NM_000078
ILMN_1735779	1	-0.6333092	386781673	KCNJ8	3764	386781673	NM_004982
ILMN_1741563	1	1.1830417	269315843	RSPH6A	81492	269315843	NM_030785
ILMN_1911968	1	-1.2556563	NA			NA	
ILMN_1726516	1	-0.3222212	355390314	SCRIB	23513	355390314	NM_015356
ILMN_1743142	1	0.6799028	918410284	CERS3	204219	918410284	NM_178842
ILMN_1784554	1	-0.8516657	NA			NA	
ILMN_1672908	1	-0.3544091	68160957	TWIST1	7291	68160957	NM_000474
ILMN_2408572	1	0.4903387	NA			NA	
ILMN_1748926	1	0.4441697	134133309	TMEM209	84928	134133309	NM_032842
ILMN_1746578	1	-0.3225721	44680146	SLC23A2	9962	44680146	NM_005116
ILMN_1684280	1	-0.6542865	NA			NA	
ILMN_1855212	1	-2.0454591	19017460			19017460	BM704202
ILMN_2343563	1	-0.392517	574957118	ANAPC11	51529	574957118	NM_001002246
ILMN_2414533	1	-0.3418744	57546907	ARMCX6	54470	57546907	NM_019007
ILMN_1782385	1	-0.412368	306482654	POLR2A	5430	306482654	NM_000937
ILMN_1779480	1	1.0400732	150456454	KCMF1	56888	150456454	NM_020122
ILMN_1776936	1	-0.5137996	156104861	KANK4	163782	156104861	NM_181712
ILMN_1700685	1	0.6738598	NA			NA	
ILMN_2262275	1	-0.7237345	574957136	TRIM13	10206	574957136	NM_001007278
ILMN_2380850	1	-0.3572561	89353282	SDCCAG3	10807	89353282	NM_001039708
ILMN_1879066	1	0.9173597	18978757			18978757	BM668860
ILMN_1654072	1	-0.4857424	749385067	CX3CL1	6376	749385067	NM_002996
ILMN_1763144	1	-0.2736238	189217412	NEU1	4758	189217412	NM_000434
ILMN_2059844	1	-0.9736501	304434686	ANKRD44	91526	304434686	NM_153697
ILMN_1775829	1	0.3718602	222080101	PERP	64065	222080101	NM_022121
ILMN_1825389	1	-0.5284834	27838973			27838973	BX114636
ILMN_1785756	1	-0.282835	52630339	H2AFX	3014	52630339	NM_002105
ILMN_1767015	1	-0.6753535	298231251	BCORL1	63035	298231251	NM_021946
ILMN_1709750	1	0.4711773	544063383	SUSD1	64420	544063383	NM_022486
ILMN_1807031	1	0.3125326	63047870	C14orf28	122525	63047870	NM_001017923
ILMN_1754640	1	-0.3275634	NA			NA	
ILMN_1702943	1	-0.2916322	557786151	DLK2	65989	557786151	NM_206539
ILMN_1857439	1	-0.9476658	1550064	KLLN	100144748	1550064	AA057423
ILMN_1671320	1	1.1486323	NA			NA	
ILMN_2380771	1	-0.3417503	320461679	AKR1A1	10327	320461679	NM_153326
ILMN_1753498	1	-0.2840901	384551650	COASY	80347	384551650	NM_025233
ILMN_1774739	1	-0.4069358	526479827	MMP14	4323	526479827	NM_004995
ILMN_1677292	1	0.3318703	948284346	C5orf30	90355	948284346	NM_033211
ILMN_1844593	1	1.5885611	33338085	NRG1	3084	33338085	AF176921
ILMN_2047599	1	0.2875762	338797699	TMEM50B	757	338797699	NM_006134
ILMN_1801122	1	0.8990481	NA			NA	
ILMN_2107184	1	0.6637968	156105704	SNRK	54861	156105704	NM_017719
ILMN_1802971	1	-0.5375867	89337269	FAM160B2	64760	89337269	NM_022749
ILMN_1730773	1	1.1686423	22546026	SNORA70	26778	22546026	NR_000011
ILMN_1786347	1	0.376895	133925810	TNPO1	3842	133925810	NM_002270
ILMN_2131926	1	0.6634674	584277040	ZNF718	255403	584277040	NM_001039127
ILMN_1745686	1	-0.3856537	110825983	MFHAS1	9258	110825983	NM_004225
ILMN_1911503	1	-0.8749668	26671142			26671142	CA841942
ILMN_1674506	1	0.4612953	395455062	MED23	9439	395455062	NM_015979
ILMN_1785703	1	-0.8414947	749502311	LMOD3	56203	749502311	NM_198271
ILMN_1763328	1	0.2973024	948549886	GZF1	64412	948549886	NM_022482
ILMN_1792389	1	-0.7050879	57165360	RNF165	494470	57165360	NM_152470
ILMN_1682699	1	-0.2359976	124494249	PBX2	5089	124494249	NM_002586
ILMN_1817962	1	-0.7020975	4969536			4969536	AI692196
ILMN_1658221	1	-0.3965137	170650686	POLH	5429	170650686	NM_006502
ILMN_1658290	1	-0.4783362	971825949	METTL22	79091	971825949	NM_024109
ILMN_2377174	1	0.3579332	387849249	SYPL1	6856	387849249	NM_182715
ILMN_1897965	1	-1.178263	11594752			11594752	BF511454
ILMN_2191822	1	0.610128	197304750	ALG14	199857	197304750	NM_144988
ILMN_1692742	1	-0.7463915	50345869	DENND3	22898	50345869	NM_014957
ILMN_1701247	1	-0.898184	NA			NA	
ILMN_2270845	1	-0.8476599	808175928	WDR74	54663	808175928	NM_018093
ILMN_2397484	1	-0.4428793	122939170	GJC1	10052	122939170	NM_005497
ILMN_1698668	1	0.6091493	224177490	NR1D2	9975	224177490	NM_005126
ILMN_2106874	1	0.6560471	313482785	CACNG8	59283	313482785	NM_031895
ILMN_1771326	1	-0.5451204	NA			NA	
ILMN_1654915	1	0.4526938	NA			NA	
ILMN_2091084	1	-0.5104803	307611961	C8orf37	157657	307611961	NM_177965
ILMN_1799367	1	-0.2819495	315013585	TMX2	51075	315013585	NM_015959
ILMN_1698367	1	-0.3824265	296434282	CD84	8832	296434282	NM_003874
ILMN_1807501	1	-0.3573586	223029408	GINS4	84296	223029408	NM_032336
ILMN_1723277	1	0.6254563	675269471	MFAP3L	9848	675269471	NM_021647
ILMN_1774447	1	0.2662947	70906425	AMPD3	272	70906425	NM_001025389
ILMN_1766115	1	0.6180584	295844826	PLEKHF2	79666	295844826	NM_024613
ILMN_1745415	1	0.474888	443497953	BBX	56987	443497953	NM_020235
ILMN_1788391	1	1.637469	NA			NA	
ILMN_2206188	1	-0.8025679	224494691	SHROOM4	57477	224494691	NM_020717
ILMN_2377109	1	-0.3734712	586946350	LCK	3932	586946350	NM_001042771
ILMN_1787326	1	0.4270113	372466584	SNORA65	26783	372466584	NR_002449
ILMN_2065606	1	0.2628099	556503336	TOMM40L	84134	556503336	NM_032174
ILMN_1739263	1	0.2280215	NA			NA	
ILMN_1907947	1	0.7556755	31874574	AP5M1	55745	31874574	BX538144
ILMN_1787345	1	0.3228601	219842215	FKBP11	51303	219842215	NM_016594
ILMN_2133100	1	-0.3496309	22027649	LPIN2	9663	22027649	NM_014646
ILMN_1687805	1	0.2359286	NA			NA	
ILMN_1710544	1	0.6602929	14589930	PCDH7	5099	14589930	NM_002589
ILMN_1819680	1	0.5683826	82861292			82861292	DR980221
ILMN_2152257	1	-0.8714073	44890054	SSTR2	6752	44890054	NM_001050
ILMN_1868866	1	0.6391514	NA			NA	
ILMN_1693226	1	-0.2716755	258679460	SMIM12	113444	258679460	NM_138428
ILMN_2361185	1	0.3037135	39653324	PHF20L1	51105	39653324	NM_198513
ILMN_1798557	1	0.9880149	NA			NA	
ILMN_1813246	1	-0.5842601	506949335	THOC3	84321	506949335	NM_032361
ILMN_2232084	1	0.8343708	187608333	ABCA11P	79963	187608333	NR_002451
ILMN_1771376	1	-0.2766433	662033923	PEA15	8682	662033923	NM_003768
ILMN_2229839	1	0.7078578	522838223	RAP2B	5912	522838223	NM_002886
ILMN_2330845	1	0.4234936	339276049	NSF	4905	339276049	NM_006178
ILMN_1725609	1	1.375509	411147372	ANXA8	653145	411147372	NM_001040084
ILMN_1878110	1	0.4493783	NA			NA	
ILMN_1908679	1	0.6205796	19706542			19706542	BM987153
ILMN_1659777	1	0.3593536	365733603	RUFY1	80230	365733603	NM_025158
ILMN_1795454	1	0.3938249	162329582	CPSF6	11052	162329582	NM_007007
ILMN_1706502	1	0.415821	351542235	EIF2AK2	5610	351542235	NM_002759
ILMN_1683115	1	0.680997	NA			NA	
ILMN_2149494	1	0.548511	318037612	NPL	80896	318037612	NM_030769
ILMN_1859364	1	0.3583896	3785488			3785488	AI216447
ILMN_1711005	1	0.6106072	42490757	CDC25A	993	42490757	NM_001789
ILMN_1830474	1	0.4178471	2594987			2594987	AA658833
ILMN_1831826	1	-0.4536532	34889261			34889261	CF552427
ILMN_1770412	1	-0.2151199	336455093	AHCYL1	10768	336455093	NM_006621
ILMN_2346479	1	0.4161832	NA			NA	
ILMN_1686319	1	0.5393613	188497647	USP37	57695	188497647	NM_020935
ILMN_1783546	1	-0.2418302	338968895	NAXD	55739	338968895	NM_018210
ILMN_2387696	1	-0.2644872	150417990	CCR6	1235	150417990	NM_031409
ILMN_1789136	1	-0.4010419	315468525	SERF2	10169	315468525	NM_001018108
ILMN_1713846	1	-0.7713435	149944714	PPM1H	57460	149944714	NM_020700
ILMN_1731134	1	-0.6159898	NA			NA	
ILMN_1776088	1	0.2746265	758818549	NAT9	26151	758818549	NM_015654
ILMN_2361478	1	0.9433822	374093206	PDLIM5	10611	374093206	NM_001011516
ILMN_2279834	1	-0.8336606	565671707	ZNF483	158399	565671707	NM_001007169
